Cu,Fe,Cr,Al,Si,Pb,Sn,Ni,Na,B,P,Zn,Mo,Ca,Mg,TBN,V100,V40,OXI,TAN,delta_visc_40,metal_sum,iron_to_copper_ratio,water_flag,antifreeze_flag,label
2,7,0,1,5,22,2,0,4,5,59,64,1,422,1,1.25,13.4,155.3,4,0.12,5.300000000000011,34,3.5,1,0,water_contamination
11,9,0,1,2,19,1,0,4,2,31,44,1,473,2,0.55,16.36,146.4,14,0.04,-3.5999999999999943,41,0.82,0,0,oil_change_needed
5,11,0,0,3,28,1,0,11,1,56,35,1,448,1,1.82,11.25,148.7,6,0.08,-1.3000000000000114,45,2.2,0,0,normal
3,4,0,2,4,17,0,0,9,3,55,73,0,278,3,2.86,13.13,139.6,10,0.05,-10.400000000000006,26,1.33,0,0,normal
5,13,1,0,1,20,1,0,0,4,40,16,1,436,2,0.73,13.8,169.5,3,0.02,19.5,40,2.6,0,0,sludge_formation
9,17,0,1,1,20,1,0,0,0,64,77,2,211,1,1.54,16.8,150.6,0,0.11,0.5999999999999943,48,1.89,0,0,normal
6,12,0,0,1,20,2,0,0,3,52,68,2,252,1,2.73,14.84,159.4,13,0.06,9.400000000000006,40,2.0,0,0,normal
5,12,1,1,4,17,2,0,13,2,40,44,4,168,0,2.26,14.6,141.6,9,0.05,-8.400000000000006,38,2.4,0,0,normal
9,9,0,5,3,27,0,0,12,0,40,16,0,220,2,3.04,11.64,164.0,1,0.1,14.0,50,1.0,0,0,oil_change_needed
3,9,0,1,1,12,2,0,3,3,53,35,0,397,1,2.07,13.3,157.6,10,0.06,7.599999999999994,27,3.0,0,0,normal
2,15,0,1,3,23,4,1,15,9,67,51,0,255,0,2.14,13.08,162.4,1,0.11,12.400000000000006,45,7.5,0,0,oil_change_needed
3,10,0,0,0,25,1,0,17,3,48,13,2,250,2,2.94,15.19,157.5,10,0.03,7.5,39,3.33,0,0,oil_change_needed
2,11,0,1,1,18,3,1,10,5,31,92,0,140,1,2.21,14.3,141.4,12,0.06,-8.599999999999994,35,5.5,0,0,normal
4,10,1,1,4,27,1,0,5,6,31,52,2,358,2,2.79,13.76,153.2,1,0.1,3.1999999999999886,44,2.5,0,0,normal
5,15,0,2,3,19,1,0,2,3,44,79,0,145,2,3.27,13.26,167.1,10,0.18,17.099999999999994,42,3.0,0,0,oil_change_needed
7,16,0,1,0,21,0,0,17,2,45,84,1,280,4,1.46,15.78,164.8,1,0.09,14.800000000000011,45,2.29,0,0,oil_change_needed
2,11,0,0,2,18,4,0,18,2,35,81,1,304,4,2.03,14.54,151.0,4,0.13,1.0,35,5.5,0,0,normal
3,10,0,2,1,17,1,0,15,4,38,89,1,130,0,1.2,12.9,161.1,2,0.07,11.099999999999994,33,3.33,0,0,normal
2,9,0,0,0,20,1,0,18,5,33,20,0,248,0,1.98,15.56,147.2,13,0.03,-2.800000000000012,32,4.5,0,1,oil_change_needed
1,11,0,0,1,20,1,0,5,4,52,67,0,248,1,1.7,17.0,140.7,4,0.22,-9.300000000000011,33,11.0,0,0,sludge_formation
3,10,1,1,3,16,2,0,15,6,51,77,0,398,0,4.77,14.36,184.9,1,0.1,34.900000000000006,33,3.33,0,0,oil_change_needed
2,9,0,0,3,22,2,0,5,3,42,36,2,298,0,2.15,13.74,161.6,2,0.17,11.599999999999994,35,4.5,0,0,normal
6,13,1,2,0,16,2,0,14,5,54,48,0,382,2,2.94,15.82,176.2,5,0.0,26.19999999999999,40,2.17,0,0,oil_change_needed
1,9,0,0,3,25,3,1,1,5,52,48,1,180,3,1.14,15.06,144.2,2,0.22,-5.800000000000011,38,9.0,0,0,sludge_formation
6,4,0,2,1,21,3,0,7,3,46,14,2,445,4,1.42,13.98,146.6,13,0.2,-3.4000000000000057,36,0.67,0,0,oil_change_needed
8,8,1,0,1,21,1,0,8,3,62,41,1,312,0,3.73,15.54,137.6,1,0.01,-12.400000000000006,39,1.0,0,0,normal
8,11,1,1,2,19,2,0,9,3,60,50,0,235,2,1.7,13.17,150.5,10,0.18,0.5,42,1.38,0,0,normal
9,7,0,0,1,21,3,0,5,2,30,35,1,180,0,2.12,13.5,148.7,4,0.1,-1.3000000000000114,40,0.78,0,0,normal
4,14,0,1,3,16,5,0,8,2,56,39,1,426,2,0.23,15.51,145.1,10,0.09,-4.900000000000006,40,3.5,0,0,oil_change_needed
3,4,1,0,5,29,1,0,4,2,60,97,1,332,2,2.13,14.46,165.7,10,0.1,15.699999999999989,38,1.33,0,0,oil_change_needed
5,6,0,3,2,18,0,0,19,2,46,81,1,457,2,2.81,14.02,153.7,8,0.11,3.6999999999999886,32,1.2,0,0,normal
5,9,0,2,4,14,0,0,3,1,48,25,1,303,2,2.2,13.58,166.3,0,0.18,16.30000000000001,30,1.8,0,0,oil_change_needed
9,8,0,2,2,30,6,0,8,5,64,32,0,493,1,2.5,13.21,161.8,6,0.07,11.800000000000011,55,0.89,0,0,normal
5,11,0,0,3,27,5,1,16,1,40,86,3,235,0,1.08,12.54,142.4,13,0.03,-7.599999999999994,48,2.2,0,0,normal
7,7,0,0,3,14,1,1,7,2,41,25,2,364,1,0.91,15.49,163.5,11,0.16,13.5,29,1.0,0,0,oil_change_needed
3,9,0,2,3,23,2,0,1,2,34,51,2,344,2,0.34,12.66,149.0,3,0.17,-1.0,39,3.0,1,0,water_contamination
6,11,1,1,1,20,2,0,12,3,52,88,0,439,2,3.49,16.61,138.9,6,0.18,-11.099999999999994,41,1.83,0,0,normal
5,17,1,2,3,18,2,0,9,2,34,75,0,290,1,2.33,12.54,156.1,12,0.02,6.099999999999994,45,3.4,0,0,normal
3,10,1,2,2,26,1,0,6,2,53,70,2,360,2,0.75,14.26,169.9,1,0.14,19.90000000000001,43,3.33,0,0,sludge_formation
4,10,0,0,1,19,2,0,11,6,68,63,1,335,2,4.32,13.76,165.4,11,0.08,15.400000000000006,35,2.5,0,0,oil_change_needed
5,8,0,0,2,23,3,1,11,3,36,43,1,488,1,2.13,13.36,151.4,13,0.05,1.4000000000000057,39,1.6,0,0,normal
4,14,0,0,2,21,1,0,17,1,48,71,2,119,2,1.89,16.45,152.5,10,0.11,2.5,40,3.5,0,0,normal
4,14,0,1,0,21,0,0,2,3,67,69,2,300,1,2.44,16.63,159.2,8,0.12,9.199999999999989,40,3.5,0,1,normal
5,5,0,0,3,18,1,0,3,6,64,99,1,116,5,1.31,15.19,161.4,5,0.06,11.400000000000006,29,1.0,0,0,normal
3,9,1,1,2,21,1,1,6,3,31,77,1,174,3,3.06,16.04,150.8,6,0.12,0.8000000000000114,36,3.0,0,0,normal
3,12,0,0,1,19,3,0,1,3,58,37,1,136,1,2.5,11.54,151.5,13,0.16,1.5,37,4.0,0,0,normal
3,12,0,1,2,21,2,1,16,5,56,21,0,415,1,0.67,13.5,141.7,9,0.15,-8.300000000000011,39,4.0,0,0,oil_change_needed
3,12,0,0,4,28,0,0,19,0,38,49,0,190,1,2.38,13.34,150.0,6,0.18,0.0,43,4.0,0,0,normal
5,8,0,0,3,19,4,1,8,6,54,42,0,498,4,2.77,15.07,162.1,10,0.09,12.099999999999994,36,1.6,0,0,oil_change_needed
4,5,0,1,1,17,2,0,10,1,60,36,0,296,2,1.35,13.41,171.8,9,0.08,21.80000000000001,29,1.25,0,0,sludge_formation
4,7,1,0,3,14,3,0,19,3,52,63,1,462,2,1.96,15.09,158.5,6,-0.02,8.5,29,1.75,0,0,normal
6,14,1,0,3,15,2,1,18,1,40,49,1,243,1,2.6,17.24,143.9,2,0.09,-6.099999999999994,38,2.33,0,0,normal
4,15,0,1,1,24,1,0,7,7,48,76,0,415,1,1.53,15.19,174.5,13,0.1,24.5,45,3.75,0,0,oil_change_needed
3,14,0,0,2,22,0,0,4,3,63,78,0,322,2,2.23,15.62,154.3,10,0.11,4.300000000000011,39,4.67,0,0,normal
4,7,0,1,2,24,4,0,18,3,42,50,2,416,1,2.93,11.46,151.9,10,0.08,1.9000000000000057,40,1.75,0,0,normal
2,8,1,2,5,27,2,0,14,3,33,93,0,474,3,2.32,15.23,152.2,8,0.17,2.1999999999999886,42,4.0,0,0,normal
4,10,0,0,1,19,0,0,13,3,58,40,0,134,0,1.3,13.43,129.6,2,0.14,-20.40000000000001,33,2.5,1,0,water_contamination
4,10,0,1,2,20,0,0,15,5,52,79,0,414,1,2.32,15.39,155.4,13,0.07,5.400000000000006,35,2.5,0,0,normal
7,11,1,0,4,20,3,1,2,4,50,92,1,466,1,0.43,16.14,161.6,9,0.07,11.599999999999994,42,1.57,0,0,oil_change_needed
0,8,0,2,1,30,3,0,9,7,68,40,1,231,0,1.5,13.64,151.9,9,0.12,1.9000000000000057,43,0.0,0,0,normal
5,6,0,1,3,15,4,0,9,3,63,65,1,326,1,2.62,14.09,164.8,14,0.1,14.800000000000011,31,1.2,0,1,oil_change_needed
4,13,0,1,0,15,3,1,1,3,42,40,1,356,0,1.42,15.27,147.5,10,0.02,-2.5,36,3.25,0,0,normal
4,14,0,1,3,22,2,0,3,1,41,80,1,193,2,1.56,14.74,176.0,9,0.11,26.0,43,3.5,0,0,oil_change_needed
5,12,1,0,3,19,4,0,8,2,57,88,0,301,2,1.36,14.66,154.0,13,0.18,4.0,41,2.4,0,0,normal
3,9,0,0,3,20,1,0,1,1,55,92,1,274,4,3.88,16.54,172.4,1,0.11,22.40000000000001,33,3.0,1,0,water_contamination
6,10,0,0,2,22,0,0,10,3,68,62,1,221,0,1.81,14.6,145.3,9,0.08,-4.699999999999989,38,1.67,0,0,normal
9,6,1,1,4,18,1,0,19,4,44,42,2,203,2,3.02,16.13,159.9,4,0.08,9.900000000000006,36,0.67,1,0,water_contamination
3,7,1,0,3,16,2,1,1,2,38,75,0,272,0,1.96,15.37,150.6,0,0.14,0.5999999999999943,29,2.33,0,0,normal
3,14,0,1,2,21,2,0,6,5,50,85,1,466,2,3.06,15.44,149.8,0,0.13,-0.1999999999999886,41,4.67,0,0,normal
8,10,1,0,2,21,3,0,3,3,48,88,2,336,1,0.93,15.36,155.0,9,0.07,5.0,43,1.25,0,0,oil_change_needed
11,4,0,0,5,13,2,0,9,3,58,18,0,497,1,0.83,13.14,156.5,4,0.05,6.5,30,0.36,0,0,oil_change_needed
6,13,0,2,0,22,2,1,14,1,36,70,0,474,2,1.04,15.35,153.7,10,0.14,3.6999999999999886,45,2.17,0,0,normal
3,13,0,1,0,12,4,0,15,3,36,77,2,320,0,2.03,12.92,149.7,6,0.17,-0.3000000000000113,33,4.33,0,0,normal
6,10,0,0,2,13,0,0,2,1,34,76,1,159,2,0.49,12.97,158.0,10,0.08,8.0,29,1.67,0,0,oil_change_needed
3,5,0,0,1,18,3,0,10,3,33,93,0,191,3,2.6,14.36,145.7,14,0.11,-4.300000000000011,29,1.67,0,0,normal
4,10,0,1,1,22,1,0,13,2,63,64,0,473,3,3.79,16.08,161.0,14,0.03,11.0,38,2.5,0,0,normal
4,12,0,1,5,21,1,1,8,3,47,66,2,451,3,2.34,15.12,172.2,3,0.06,22.19999999999999,39,3.0,0,0,oil_change_needed
3,13,0,0,0,13,0,0,15,3,60,10,1,183,6,2.32,15.67,141.8,4,0.04,-8.199999999999989,29,4.33,0,0,oil_change_needed
2,9,0,1,3,19,0,0,10,4,47,45,2,325,1,0.58,13.31,150.5,2,0.08,0.5,31,4.5,0,0,oil_change_needed
4,10,0,1,3,12,2,0,1,2,64,28,0,378,3,1.72,13.74,159.4,7,0.03,9.400000000000006,29,2.5,0,0,oil_change_needed
6,14,0,1,2,16,5,1,17,3,33,76,2,456,2,1.45,14.59,138.7,0,0.08,-11.300000000000011,42,2.33,0,1,normal
4,9,0,2,0,24,3,0,0,1,57,22,1,264,1,3.53,14.41,158.8,14,0.09,8.800000000000011,42,2.25,0,0,oil_change_needed
6,6,0,4,4,17,0,0,15,3,68,27,1,443,2,3.11,16.15,150.7,7,0.13,0.6999999999999886,33,1.0,0,0,oil_change_needed
6,12,0,2,1,22,2,0,3,5,30,66,3,453,2,2.98,15.44,156.2,14,0.05,6.199999999999989,44,2.0,0,0,normal
5,17,1,1,3,22,1,0,7,1,60,38,0,289,2,2.27,15.51,144.2,1,-0.02,-5.800000000000011,47,3.4,1,0,water_contamination
6,12,0,2,2,22,2,0,8,0,62,82,0,143,3,2.96,14.28,169.4,5,0.11,19.40000000000001,44,2.0,0,0,oil_change_needed
4,6,0,0,5,23,1,0,0,3,40,71,2,196,1,2.33,14.42,163.1,0,0.09,13.099999999999994,34,1.5,0,0,oil_change_needed
9,8,1,0,1,25,3,0,6,4,62,67,0,218,1,4.04,12.4,135.6,11,0.07,-14.400000000000006,46,0.89,0,0,normal
4,7,1,2,1,25,4,0,5,3,57,69,0,111,2,1.66,12.85,150.3,11,0.1,0.3000000000000113,43,1.75,0,0,normal
2,7,1,0,1,10,6,0,4,5,36,25,2,473,0,2.2,13.73,155.5,2,0.14,5.5,26,3.5,0,0,oil_change_needed
1,10,1,3,0,26,0,1,14,3,38,79,1,270,3,1.96,12.43,159.7,9,0.06,9.699999999999989,41,10.0,0,0,normal
7,7,0,2,2,21,1,0,1,5,61,20,1,245,1,2.71,13.33,154.7,6,0.16,4.699999999999989,38,1.0,0,0,oil_change_needed
5,13,0,3,1,13,1,0,5,3,52,19,0,438,3,2.1,11.52,160.3,6,0.11,10.300000000000011,35,2.6,0,0,oil_change_needed
4,5,0,2,0,17,0,0,10,1,44,18,1,338,2,2.58,17.15,155.8,14,0.18,5.800000000000011,28,1.25,0,0,oil_change_needed
4,5,0,1,2,27,3,0,18,2,50,90,1,389,1,2.36,14.22,153.3,5,0.07,3.300000000000012,40,1.25,0,0,normal
7,17,0,2,3,17,1,0,16,1,46,44,0,398,4,2.55,17.15,163.1,13,0.05,13.099999999999994,44,2.43,0,0,oil_change_needed
5,12,1,1,2,29,1,0,17,4,56,81,1,173,4,1.21,16.59,165.7,10,0.18,15.699999999999989,49,2.4,0,0,sludge_formation
3,7,0,0,2,23,2,1,19,3,32,88,1,131,4,2.35,15.92,160.0,13,0.08,10.0,35,2.33,0,0,normal
6,9,0,1,1,15,2,0,11,3,31,82,0,143,3,2.62,14.87,151.3,0,0.1,1.3000000000000114,33,1.5,0,0,normal
4,9,1,3,3,33,0,0,15,8,32,93,2,185,2,3.24,15.35,166.4,11,0.1,16.400000000000006,50,2.25,0,0,machine_depreciation
10,4,1,1,0,14,0,0,7,4,42,35,0,364,0,1.47,13.65,156.3,2,0.14,6.300000000000011,30,0.4,0,1,normal
10,6,0,1,0,24,2,0,11,1,57,46,1,268,0,1.9,14.1,149.6,13,0.02,-0.4000000000000057,43,0.6,0,0,normal
4,12,0,1,1,22,2,1,9,1,54,56,0,499,2,1.98,14.88,156.7,8,0.04,6.699999999999989,41,3.0,0,0,normal
8,7,0,1,1,19,3,0,9,0,55,95,0,141,1,0.71,16.24,152.6,14,0.19,2.5999999999999943,38,0.88,0,1,oil_change_needed
3,5,1,3,1,20,2,0,16,5,38,83,1,167,1,4.2,15.48,157.9,9,0.07,7.900000000000006,34,1.67,0,0,normal
3,12,0,1,4,19,3,1,5,3,45,42,0,142,2,1.63,14.26,164.0,4,0.08,14.0,38,4.0,0,0,oil_change_needed
9,10,0,0,3,20,1,0,4,3,67,89,0,396,0,1.95,14.17,159.5,0,0.1,9.5,40,1.11,0,0,normal
6,13,0,1,0,18,0,0,16,3,52,42,1,274,3,1.51,16.29,144.6,13,0.18,-5.400000000000006,38,2.17,0,0,normal
4,9,1,0,0,22,6,1,14,3,36,78,1,328,0,1.85,13.55,155.7,6,0.08,5.699999999999989,42,2.25,0,0,normal
5,4,0,1,2,20,2,0,6,4,45,55,1,154,3,2.37,12.41,160.5,9,0.07,10.5,32,0.8,0,0,normal
2,14,1,0,3,21,1,0,2,2,32,26,1,430,3,1.75,15.92,167.4,1,0.11,17.400000000000006,39,7.0,0,1,oil_change_needed
7,9,0,1,6,25,2,0,60,4,45,16,2,372,0,1.57,14.55,154.2,9,-0.03,4.199999999999989,44,1.29,0,0,water_contamination
4,11,1,2,0,24,3,0,3,1,40,21,0,211,3,3.15,14.64,142.4,11,0.07,-7.599999999999994,45,2.75,0,0,oil_change_needed
6,12,0,1,2,19,1,1,13,3,59,34,1,373,2,2.79,13.34,171.8,1,0.12,21.80000000000001,39,2.0,0,0,oil_change_needed
6,9,1,3,1,14,4,0,9,2,57,69,1,497,3,2.85,16.15,158.4,8,0.08,8.400000000000006,37,1.5,0,0,normal
2,11,0,1,0,18,4,0,4,3,33,15,0,439,6,1.82,15.54,151.4,9,0.12,1.4000000000000057,36,5.5,0,0,oil_change_needed
0,12,0,0,3,21,1,0,10,2,31,93,2,211,3,0.05,16.12,166.4,13,0.13,16.400000000000006,34,0.0,0,0,sludge_formation
3,12,0,1,3,27,2,0,8,2,66,45,0,295,0,1.0,16.19,149.0,5,0.04,-1.0,45,4.0,0,0,normal
6,11,0,1,2,19,3,0,16,0,39,58,2,287,1,1.86,14.87,170.6,6,0.03,20.599999999999994,40,1.83,0,0,oil_change_needed
7,16,0,2,2,20,1,0,19,1,37,79,0,186,3,0.89,14.52,141.1,5,0.12,-8.900000000000006,46,2.29,0,0,oil_change_needed
10,11,0,0,5,15,3,0,15,2,62,86,0,449,2,3.43,12.52,143.6,12,0.05,-6.400000000000006,39,1.1,0,0,normal
3,8,0,0,3,24,3,1,16,3,52,53,2,108,2,1.2,12.06,155.5,2,0.04,5.5,38,2.67,0,0,normal
6,14,1,2,2,17,1,1,11,2,32,14,2,481,1,3.81,17.11,146.2,10,0.07,-3.8000000000000114,41,2.33,0,0,oil_change_needed
6,13,0,1,0,19,4,0,19,4,38,14,0,365,3,2.19,14.58,160.8,12,0.1,10.800000000000011,43,2.17,0,0,oil_change_needed
3,5,0,1,1,17,4,0,14,2,69,14,0,443,3,2.86,11.94,143.1,4,0.08,-6.900000000000006,30,1.67,0,0,oil_change_needed
3,11,1,2,2,24,1,0,4,1,69,98,0,288,4,2.34,13.0,144.8,5,0.15,-5.199999999999989,42,3.67,0,0,normal
6,13,1,1,3,15,3,0,12,4,35,37,0,390,6,1.15,15.81,158.9,8,-0.01,8.900000000000006,39,2.17,0,0,normal
8,9,1,1,3,20,1,0,6,2,35,44,1,191,3,1.6,11.85,171.5,3,0.09,21.5,40,1.12,0,0,oil_change_needed
7,9,0,0,1,17,4,1,10,3,42,30,1,412,2,2.88,13.23,160.3,0,0.17,10.300000000000011,37,1.29,0,0,normal
6,7,1,2,2,22,2,0,14,2,68,93,2,167,2,2.23,16.03,145.9,11,0.05,-4.099999999999994,40,1.17,0,0,normal
3,12,0,0,0,12,0,0,0,5,35,95,0,393,1,1.6,15.67,154.2,4,0.09,4.199999999999989,27,4.0,0,1,normal
7,6,0,0,2,25,3,0,18,3,58,45,2,268,1,1.14,14.29,158.9,8,0.18,8.900000000000006,41,0.86,0,0,normal
4,9,0,0,4,24,1,1,10,1,38,32,1,172,1,1.15,16.89,151.1,13,0.09,1.0999999999999943,38,2.25,0,0,normal
6,8,0,1,3,26,1,0,11,2,39,52,0,408,0,1.68,14.41,154.3,6,0.1,4.300000000000011,42,1.33,0,0,normal
5,13,0,2,0,26,3,1,2,0,43,50,1,252,2,1.45,13.05,158.0,7,0.15,8.0,49,2.6,0,0,normal
4,14,0,0,2,18,1,0,5,2,50,93,1,472,1,2.66,10.86,153.9,11,-0.05,3.9000000000000057,37,3.5,0,0,normal
5,8,0,0,1,21,1,1,3,5,55,14,0,487,1,1.96,10.78,151.4,11,0.14,1.4000000000000057,35,1.6,1,0,water_contamination
4,11,0,0,4,24,1,0,18,4,40,96,1,406,2,3.01,15.4,163.3,1,0.13,13.300000000000011,40,2.75,0,0,oil_change_needed
6,10,1,1,3,18,1,0,14,2,34,58,1,210,1,1.87,14.09,154.8,13,0.07,4.800000000000011,37,1.67,0,0,normal
1,7,1,1,2,11,2,0,3,2,64,36,1,269,2,0.87,14.08,172.3,4,0.12,22.30000000000001,23,7.0,0,0,sludge_formation
5,11,0,1,5,28,2,0,15,0,32,81,0,328,5,1.46,13.09,157.9,2,0.18,7.900000000000006,47,2.2,0,0,normal
9,12,0,0,2,18,2,0,9,5,57,96,1,123,2,1.53,16.71,156.4,10,0.12,6.400000000000006,41,1.33,0,0,normal
3,7,0,1,0,17,2,0,9,5,45,86,4,296,2,3.07,16.78,163.5,8,0.06,13.5,30,2.33,0,0,oil_change_needed
6,12,1,1,4,15,0,0,11,1,30,60,2,143,3,2.41,17.64,168.2,8,0.08,18.19999999999999,35,2.0,0,0,oil_change_needed
4,8,0,1,0,29,1,0,17,5,36,29,1,198,0,1.05,16.29,141.9,11,0.11,-8.099999999999994,43,2.0,0,0,oil_change_needed
5,14,1,1,2,17,0,0,12,4,52,78,3,499,2,1.8,12.75,151.0,10,0.08,1.0,38,2.8,0,0,normal
5,11,1,1,3,16,1,1,5,2,40,68,0,140,3,1.5,11.49,146.4,5,0.03,-3.5999999999999943,35,2.2,0,0,normal
4,11,1,1,1,29,1,0,3,4,63,57,1,148,1,2.69,16.12,158.6,12,0.09,8.599999999999994,47,2.75,0,0,normal
5,9,0,0,2,17,2,0,0,3,42,48,0,496,5,1.32,13.65,159.3,5,0.02,9.300000000000011,33,1.8,0,0,normal
3,14,1,1,3,20,2,1,10,4,67,47,0,286,2,-0.03,12.62,156.6,14,0.11,6.599999999999994,41,4.67,0,0,oil_change_needed
9,10,0,1,2,31,1,0,19,4,50,34,0,308,0,3.48,10.03,147.8,12,0.14,-2.1999999999999886,52,1.11,0,0,machine_depreciation
4,10,0,1,2,13,2,0,6,3,54,65,0,103,4,1.82,14.12,161.6,0,0.11,11.599999999999994,30,2.5,0,0,normal
8,14,1,1,0,17,1,0,9,1,54,99,2,150,3,2.41,14.56,161.6,13,0.15,11.599999999999994,42,1.75,0,0,normal
3,13,1,3,1,20,2,0,0,1,63,32,0,258,1,0.99,18.14,152.8,0,0.15,2.800000000000012,42,4.33,0,0,oil_change_needed
5,7,0,3,2,16,3,0,13,1,46,32,2,117,6,1.82,15.66,157.3,4,0.1,7.300000000000011,34,1.4,0,0,normal
4,6,0,1,1,12,4,1,19,7,61,77,1,411,4,0.37,17.38,154.3,13,0.06,4.300000000000011,27,1.5,0,0,oil_change_needed
6,10,0,0,2,18,0,1,0,0,52,78,1,454,0,0.24,14.4,145.3,4,0.07,-4.699999999999989,34,1.67,0,0,oil_change_needed
0,9,1,1,1,15,3,0,13,0,39,52,2,275,4,1.67,14.9,157.5,13,-0.02,7.5,29,0.0,0,0,normal
3,10,0,1,1,20,0,0,1,4,33,30,1,496,6,2.38,16.33,145.8,14,0.05,-4.199999999999989,34,3.33,0,0,normal
3,12,1,1,2,20,1,0,7,2,52,56,2,422,0,1.89,18.25,135.7,0,0.2,-14.300000000000011,38,4.0,0,0,oil_change_needed
4,7,0,0,1,14,2,0,0,2,69,64,1,310,1,3.1,16.18,169.4,2,0.06,19.40000000000001,27,1.75,0,0,oil_change_needed
3,9,0,0,4,25,2,0,2,4,62,69,0,418,2,2.17,15.93,154.4,0,0.13,4.400000000000006,39,3.0,0,0,normal
6,9,1,1,5,22,3,1,3,3,54,62,1,282,3,0.8,14.79,140.8,7,0.05,-9.199999999999989,42,1.5,0,0,oil_change_needed
7,9,0,0,1,16,2,0,2,3,36,53,0,141,2,1.83,16.03,144.0,11,0.11,-6.0,34,1.29,0,0,normal
6,10,1,0,1,28,0,1,19,6,48,84,0,425,0,1.98,14.11,168.7,12,0.07,18.69999999999999,45,1.67,0,0,oil_change_needed
6,10,1,0,1,16,1,1,0,5,61,66,0,235,4,1.11,13.3,149.7,13,0.13,-0.3000000000000113,34,1.67,0,0,normal
5,6,0,0,3,17,1,0,4,3,61,75,1,260,2,1.94,15.28,164.7,8,0.1,14.699999999999989,29,1.2,0,0,oil_change_needed
4,8,0,1,5,25,2,0,0,2,61,29,1,294,5,0.87,15.61,165.4,0,0.06,15.400000000000006,40,2.0,0,0,sludge_formation
4,14,1,2,3,17,3,0,7,3,39,76,0,252,0,2.87,13.01,150.5,14,0.12,0.5,41,3.5,0,0,normal
2,9,1,0,3,27,2,0,10,0,48,65,0,160,1,2.08,11.99,153.5,4,0.14,3.5,41,4.5,0,0,normal
4,6,0,1,2,17,1,0,11,1,60,87,1,324,2,1.7,13.08,155.4,9,0.14,5.400000000000006,29,1.5,0,0,normal
5,8,0,2,0,20,2,0,14,2,46,51,1,111,4,-0.64,12.37,146.9,9,0.13,-3.0999999999999943,37,1.6,0,0,oil_change_needed
7,9,0,0,1,26,2,0,19,7,49,38,0,398,2,4.5,14.56,153.1,7,0.09,3.0999999999999943,44,1.29,0,0,normal
1,10,0,1,2,20,4,0,8,1,44,48,3,195,2,3.86,14.59,152.6,1,0.11,2.5999999999999943,36,10.0,0,0,normal
5,12,0,2,3,15,2,0,8,1,43,13,2,145,2,1.37,15.37,153.5,4,0.05,3.5,36,2.4,0,0,oil_change_needed
12,14,0,1,6,21,2,0,11,3,58,68,0,359,1,0.3,13.83,140.6,5,0.07,-9.400000000000006,50,1.17,0,0,dirt_in_oil
4,11,1,0,1,16,2,1,9,3,67,35,1,246,6,0.17,12.91,160.5,8,0.17,10.5,34,2.75,0,0,oil_change_needed
3,9,0,1,2,22,0,0,16,3,63,69,0,497,3,2.57,16.71,128.1,4,0.1,-21.90000000000001,35,3.0,0,0,normal
7,16,0,2,4,20,4,1,18,3,48,66,1,352,1,2.03,14.13,157.2,6,-0.02,7.199999999999989,49,2.29,0,0,normal
7,12,1,0,2,21,2,1,5,2,69,52,1,248,2,2.37,14.99,160.4,5,0.08,10.400000000000006,43,1.71,0,0,normal
3,9,0,0,0,14,1,0,3,3,61,60,1,219,0,2.6,13.97,142.6,12,0.14,-7.400000000000006,27,3.0,0,0,normal
8,13,0,1,2,34,4,0,1,1,51,79,0,200,2,2.01,16.3,152.1,5,0.12,2.0999999999999943,60,1.62,0,0,machine_depreciation
2,6,0,3,0,29,0,0,9,5,52,82,2,447,1,3.53,15.41,157.7,13,0.19,7.699999999999989,40,3.0,0,1,oil_change_needed
6,13,0,1,1,20,3,0,1,4,31,78,2,361,3,1.48,14.11,145.4,5,0.11,-4.599999999999994,43,2.17,0,0,normal
8,8,1,1,1,24,2,0,17,4,68,10,3,324,1,2.77,13.2,167.8,0,0.13,17.80000000000001,44,1.0,0,0,oil_change_needed
8,17,1,0,2,17,2,0,17,4,55,56,1,369,3,2.03,14.37,151.3,9,0.1,1.3000000000000114,45,2.12,0,0,normal
4,11,0,1,2,19,1,1,17,1,30,87,0,332,4,1.45,15.41,157.6,6,0.09,7.599999999999994,36,2.75,0,0,normal
4,7,0,3,3,25,2,0,13,2,58,16,1,180,3,0.51,15.53,175.7,14,0.06,25.69999999999999,41,1.75,0,0,sludge_formation
7,14,0,0,1,17,1,0,1,5,43,88,3,449,3,2.17,14.72,149.4,5,0.04,-0.5999999999999943,39,2.0,0,0,normal
5,8,0,0,2,19,4,0,17,5,32,33,2,119,3,2.3,15.4,174.3,5,0.16,24.30000000000001,36,1.6,0,0,oil_change_needed
4,10,0,1,0,21,1,0,10,7,38,79,0,298,4,1.91,10.62,162.4,8,0.08,12.400000000000006,37,2.5,0,0,oil_change_needed
6,15,0,3,2,17,2,0,4,1,59,10,0,323,3,1.77,15.71,149.7,13,0.07,-0.3000000000000113,43,2.5,0,0,oil_change_needed
4,12,0,2,2,16,4,0,18,2,56,91,0,216,3,2.55,15.63,152.5,3,0.07,2.5,38,3.0,0,0,normal
8,9,0,0,0,19,1,0,15,2,58,94,1,211,1,3.37,15.17,162.6,1,0.09,12.599999999999994,37,1.12,0,0,oil_change_needed
5,10,1,0,3,22,3,0,1,5,32,14,2,454,2,2.24,16.48,158.3,11,0.09,8.300000000000011,41,2.0,0,0,oil_change_needed
